subject_id	panel	gene_symbol	pt1_pr1	pt2_pr2	pt2_pt1	pr2_pr1
014	Inflammation	NT5C3A	2.0101	1.9541	-1.3014	-1.2454
014	Inflammation	NTF3	0.3431	0.6972	0.0717	-0.2824
014	Inflammation	NUB1	1.5538	0.848	-0.6229	0.0829
014	Inflammation	NUDC	1.6862	1.5637	-0.3366	-0.2141
014	Inflammation	OMD	0.1315	0.0544	-0.0775	-0.0004
014	Inflammation	OSCAR	0.1703	-0.2684	-0.2009	0.2378
014	Inflammation	OSM	-0.5355	-0.2689	0.6817	0.4151
014	Inflammation	PADI2	0.5872	-0.9852	-0.3386	1.2338
014	Inflammation	PAPPA	0.8172	0.8807	-0.1032	-0.1667
014	Inflammation	PARP1	-0.986	-0.5006	0.1075	-0.3779
014	Inflammation	PCDH1	0.0802	-0.0119	-0.0382	0.0539
014	Inflammation	PDGFB	2.371	2.5797	-0.4661	-0.6748
014	Inflammation	PDLIM7	3.5322	2.9813	-1.0441	-0.4932
014	Inflammation	PGF	0.0684	0.1659	0.0215	-0.076
014	Inflammation	PIK3AP1	0.5348	0.9513	-1.1449	-1.5614
014	Inflammation	PKLR	-0.0289	-0.0007	-0.0002	-0.0284
014	Inflammation	PLA2G4A	1.1596	0.9665	-0.7165	-0.5234
014	Inflammation	PLAUR	-0.0009	-0.0594	0.1341	0.1926
014	Inflammation	PLXNA4	2.4775	1.347	-1.2164	-0.0859
014	Inflammation	PNLIPRP2	-0.1671	0.5802	0.6486	-0.0987
014	Inflammation	PNPT1	-0.2703	1.1246	1.1035	-0.2914
014	Inflammation	PON3	-0.0796	-0.0546	0.0106	-0.0144
014	Inflammation	PPP1R9B	1.8376	1.4243	-0.4552	-0.0419
014	Inflammation	PRDX3	1.2509	1.6921	-0.0896	-0.5308
014	Inflammation	PRDX5	2.1079	1.8416	-0.856	-0.5897
014	Inflammation	PREB	-0.4329	-0.0719	0.307	-0.054
014	Inflammation	PRELP	0.0199	-0.0867	-0.0283	0.0783
014	Inflammation	PRKAB1	0.8871	-0.1229	-0.5183	0.4917
014	Inflammation	PRKCQ	-0.6185	-0.0824	0.5878	0.0517
014	Inflammation	PROK1	0.692	0.4079	-0.1716	0.1125
014	Inflammation	PRSS8	0.23	-0.0245	-0.2082	0.0463
014	Inflammation	PSIP1	0.472	0.6557	0.4695	0.2858
014	Inflammation	PSMG3	0.4635	0.2176	-0.4317	-0.1858
014	Inflammation	PSPN	0.3039	0.0144	-0.3165	-0.027
014	Inflammation	PTH1R	0.4979	0.2693	-0.1702	0.0584
014	Inflammation	PTPN6	2.6174	1.792	-0.9324	-0.107
014	Inflammation	PTPRM	-0.1281	-0.0621	-0.3212	-0.3872
014	Inflammation	PTX3	0.1043	-0.0095	-0.1621	-0.0483
014	Inflammation	RAB37	0.427	0.6592	0.5421	0.3099
014	Inflammation	RAB6A	1.6797	-0.3275	-1.5328	0.4744
014	Inflammation	RABGAP1L	0.2538	0.7935	0.0618	-0.4779
014	Inflammation	REG4	0.1034	-0.2437	-0.0589	0.2882
014	Inflammation	RGS8	1.0691	-0.4507	-0.967	0.5528
014	Inflammation	ROBO1	0.1331	0.023	-0.114	-0.0039
014	Inflammation	SAMD9L	1.8025	1.5442	-0.5447	-0.2864
014	Inflammation	SCG3	0.066	-0.2002	-0.2085	0.0577
014	Inflammation	SCGB1A1	-0.0692	-0.2726	-0.1454	0.058
014	Inflammation	SCGB3A2	0.2781	-0.0439	-0.0011	0.3209
014	Inflammation	SCGN	-0.1578	0.258	0.0265	-0.3893
014	Inflammation	SCRN1	0.5511	0.1211	0.411	0.841
014	Inflammation	SELPLG	-0.1284	-0.4873	-0.367	-0.0081
014	Inflammation	SERPINB8	-0.1753	-0.21	0.2323	0.267
014	Inflammation	SH2D1A	0.1122	0.1249	0.1125	0.0998
014	Inflammation	SHMT1	1.5587	1.2522	-0.5906	-0.2841
014	Inflammation	SIGLEC1	0.2017	-0.3397	-0.3544	0.187
014	Inflammation	SIGLEC10	0.0272	-0.206	-0.4441	-0.2109
014	Inflammation	SIRPB1	0.1777	-0.1586	-0.294	0.0423
014	Inflammation	SIT1	-0.1988	-0.323	0.2512	0.3754
014	Inflammation	SKAP2	2.9248	2.6199	-0.9092	-0.6043
014	Inflammation	SLAMF1	0.5091	-1.1085	-1.4378	0.1798
014	Inflammation	SLAMF7	0.0107	-0.0586	0.0427	0.112
014	Inflammation	SLC39A5	0.9657	0.2802	0.2093	0.8948
014	Inflammation	SMOC2	-0.0896	-0.4459	0.1392	0.4955
014	Inflammation	SMPDL3A	0.1625	0.0649	0.2201	0.3177
014	Inflammation	SPINK4	-0.0505	0.0511	-0.3875	-0.4891
014	Inflammation	SPINT2	0.3162	0.1366	-0.3205	-0.1409
014	Inflammation	SPON1	0.4317	0.2388	-0.2795	-0.0866
014	Inflammation	SPRY2	0.5378	-0.8011	-1.2232	0.1157
014	Inflammation	SRPK2	1.0125	0.3922	-0.7661	-0.1458
014	Inflammation	STX8	1.7433	1.0805	-1.1392	-0.4764
014	Inflammation	SULT2A1	0.3687	0.3857	0.0564	0.0394
014	Inflammation	TANK	0.4705	-0.2938	1.5014	2.2657
014	Inflammation	TBC1D5	2.2059	2.0202	-0.7741	-0.5884
014	Inflammation	TFF2	0.2025	-0.0697	0.0282	0.3004
014	Inflammation	TGFA	0.3951	0.2118	-0.151	0.0323
014	Inflammation	TGFB1	0.4011	0.1959	-0.1173	0.0879
014	Inflammation	TIMP3	1.3534	1.5112	0.0732	-0.0846
014	Inflammation	TLR3	0.0821	-0.0302	-0.1996	-0.0873
014	Inflammation	TNF	0.9111	0.1249	-0.6409	0.1453
014	Inflammation	TNFAIP8	-0.4752	0.8778	0.9531	-0.3999
014	Inflammation	TNFRSF11A	0.112	0.1093	0.0553	0.058
014	Inflammation	TNFRSF11B	0.196	-0.0887	-0.2788	0.0059
014	Inflammation	TNFRSF13B	0.0915	-0.2519	-0.2207	0.1227
014	Inflammation	TNFRSF13C	0.0791	0.2227	-0.4753	-0.6189
014	Inflammation	TNFRSF14	0.3225	0.18	-0.0731	0.0694
014	Inflammation	TNFRSF4	0.0708	0.0214	0.1043	0.1537
014	Inflammation	TNFSF10	0.22	0.1058	-0.1521	-0.0379
014	Inflammation	TNFSF11	-0.7143	-0.5445	-0.269	-0.4388
014	Inflammation	TNFSF12	0.4508	0.5241	0.1595	0.0862
014	Inflammation	TNFSF13	0.1127	0.0482	0.0133	0.0778
014	Inflammation	TPP1	0.3584	0.3588	-0.0119	-0.0123
014	Inflammation	TPSAB1	0.0861	-0.0147	-0.0503	0.0505
014	Inflammation	TPT1	-0.2774	-1.2768	-1.1272	-0.1278
014	Inflammation	TRAF2	1.8773	1.6885	-0.6003	-0.4115
014	Inflammation	TREM2	0.1315	0.0753	-0.2526	-0.1964
014	Inflammation	TRIM21	1.1782	0.1872	-0.7771	0.2139
014	Inflammation	TRIM5	1.1863	1.068	-0.1873	-0.069
014	Inflammation	VASH1	-0.0039	-0.3334	-0.3111	0.0184
014	Inflammation	VEGFA	0.268	0.3755	0.2023	0.0948
014	Inflammation	VEGFD	0.2156	-0.0243	-0.1693	0.0706
014	Inflammation	WAS	2.2896	3.1373	-0.9601	-1.8078
014	Inflammation	WFIKKN2	0.1356	-0.1422	-0.2672	0.0106
014	Inflammation	WNT9A	0.49	-0.0995	-0.6596	-0.0701
014	Inflammation	YTHDF3	-0.6895	0.3491	0.1006	-0.938
014	Inflammation_II	A1BG	0.0315	-0.1543	-0.2922	-0.1064
014	Inflammation_II	ABO	0.0977	0.2553	-0.2886	-0.4462
014	Inflammation_II	ACE	0.1606	0.0915	-0.2412	-0.1721
014	Inflammation_II	ACHE	0.2104	0.0462	-0.5604	-0.3962
014	Inflammation_II	ACP1	-0.6043	0.2418	0.043	-0.8031
014	Inflammation_II	ACRV1	0.468	-0.5696	-0.7937	0.2439
014	Inflammation_II	ACYP1	1.2623	1.028	-0.7017	-0.4674
014	Inflammation_II	ADAM12	-0.0259	-0.8228	-0.7886	0.0083
014	Inflammation_II	ADAMTS1	1.1916	-0.5756	-0.6369	1.1303
014	Inflammation_II	ADAMTS4	0.2788	-1.8772	-1.7918	0.3642
014	Inflammation_II	ADD1	0.9894	1.2383	-0.2407	-0.4896
014	Inflammation_II	ADGRD1	0.172	-0.2235	-0.4556	-0.0601
014	Inflammation_II	ADH1B	-0.3215	-0.5275	-0.3049	-0.0989
014	Inflammation_II	ADIPOQ	0.2815	-0.658	-0.9961	-0.0566
014	Inflammation_II	AFAP1	0.2029	-0.1767	-0.6447	-0.2651
014	Inflammation_II	AFM	0.2367	0.0281	-0.1509	0.0577
014	Inflammation_II	AGT	-0.1018	0.2048	0.2438	-0.0628
014	Inflammation_II	AHSG	0.0829	0.1397	-0.105	-0.1618
014	Inflammation_II	AKAP12	0.2487	-0.1835	-0.3068	0.1254
014	Inflammation_II	AKR7L	-0.6264	-0.101	0.2032	-0.3222
014	Inflammation_II	ALPI	-0.4733	-0.8238	-0.945	-0.5945
014	Inflammation_II	AMOT	0.385	0.3212	-0.1798	-0.116
014	Inflammation_II	AMY1A_AMY1B_AMY1C	0.1513	0.1063	-0.0706	-0.0256
014	Inflammation_II	ANKMY2	1.9569	1.239	-0.8632	-0.1453
014	Inflammation_II	ANXA1	0.0522	-0.3518	-0.3801	0.0239
014	Inflammation_II	APCS	0.3193	0.1616	-0.3689	-0.2112
014	Inflammation_II	APOA1	0.1701	-0.0751	-0.3022	-0.057
014	Inflammation_II	APOA2	-0.5999	-0.6118	-0.5469	-0.535
014	Inflammation_II	APOA4	-0.1013	-0.1971	-0.4007	-0.3049
014	Inflammation_II	APOB	-0.8244	-0.3683	0.0769	-0.3792
014	Inflammation_II	APOC1	0.0411	-0.2551	-0.4569	-0.1607
014	Inflammation_II	APOD	0.1669	0.0866	-0.3235	-0.2432
014	Inflammation_II	APOE	-0.2127	0.0086	0.1505	-0.0708
014	Inflammation_II	APOF	0.089	0.1372	0.0551	0.0069
014	Inflammation_II	APOL1	0.2284	-0.0146	-0.1679	0.0751
014	Inflammation_II	APPL2	2.5094	2.4955	-0.8915	-0.8776
014	Inflammation_II	ARHGAP45	2.113	1.8209	-0.694	-0.4019
014	Inflammation_II	ASGR2	-0.4087	-0.2637	-0.0329	-0.1779
014	Inflammation_II	ATRN	0.0962	-0.1285	-0.2145	0.0102
014	Inflammation_II	B2M	-0.1962	-0.2231	-0.0175	0.0094
014	Inflammation_II	BABAM1	0.2267	-0.3951	0.0712	0.693
014	Inflammation_II	BAG4	0.3198	-0.1718	-0.071	0.4206
014	Inflammation_II	BCHE	0.1699	0.2916	0.0562	-0.0655
014	Inflammation_II	BCL2L15	0.251	-0.0557	-0.0254	0.2813
014	Inflammation_II	BLNK	0.2067	-0.2919	-1.1039	-0.6053
014	Inflammation_II	BMP10	0.4809	-0.2087	-0.6007	0.0889
014	Inflammation_II	BMPER	0.3207	-0.1498	-0.3528	0.1177
014	Inflammation_II	BNIP3L	1.1684	-0.5243	-1.4761	0.2166
014	Inflammation_II	BTD	-0.0603	-0.1143	-0.2855	-0.2315
014	Inflammation_II	C1QL2	0.1782	0.0931	-0.1917	-0.1066
014	Inflammation_II	C1QTNF5	0.3114	0.1266	-0.4904	-0.3056
014	Inflammation_II	C1QTNF9	0.344	0.1159	-0.7238	-0.4957
014	Inflammation_II	C1R	0.1229	0.0909	-0.2693	-0.2373
014	Inflammation_II	C1RL	0.209	-0.1697	-0.3485	0.0302
014	Inflammation_II	C1S	-0.0945	0.0298	-0.3262	-0.4505
014	Inflammation_II	C3	0.5322	-0.0491	-0.519	0.0623
014	Inflammation_II	C5	-0.0464	-0.179	0.1039	0.2365
014	Inflammation_II	C7	0.1837	-0.0681	-0.3187	-0.0669
014	Inflammation_II	C8B	1.0411	-0.7242	-0.9546	0.8107
014	Inflammation_II	C9	0.1174	-0.7123	-0.0001	0.8296
014	Inflammation_II	CA8	0.3119	-1.3066	-0.9465	0.672
014	Inflammation_II	CACYBP	2.4354	2.3145	-0.858	-0.7371
014	Inflammation_II	CASP9	1.8271	-0.9237	-2.7765	-0.0257
014	Inflammation_II	CAT	0.514	0.3775	0.0436	0.1801
014	Inflammation_II	CCNE1	-0.0372	0.055	0.0837	-0.0085
014	Inflammation_II	CD226	0.3712	0.8152	-0.4267	-0.8707
014	Inflammation_II	CD300A	0.1665	0.1871	-0.34	-0.3606
014	Inflammation_II	CD36	0.7038	-0.5822	-0.474	0.812
014	Inflammation_II	CD3G	-0.0871	-0.2713	-0.242	-0.0578
014	Inflammation_II	CD5L	0.356	0.1882	-0.2425	-0.0747
014	Inflammation_II	CD7	0.4362	0.2642	-0.8348	-0.6628
014	Inflammation_II	CD72	0.0533	0.1758	0.0345	-0.088
014	Inflammation_II	CEBPA	0.9622	-0.7493	-0.8252	0.8863
014	Inflammation_II	CELSR2	0.316	0.1677	-0.1281	0.0202
014	Inflammation_II	CEMIP2	-0.1394	0.2291	0.4221	0.0536
014	Inflammation_II	CFB	0.0522	-0.4801	-0.6228	-0.0905
014	Inflammation_II	CFD	-0.0056	-0.2069	-0.3431	-0.1418
014	Inflammation_II	CFH	0.1924	0.1481	-0.2967	-0.2524
014	Inflammation_II	CFHR2	0.125	0.1427	0.048	0.0303
014	Inflammation_II	CFHR4	0.1356	-0.1691	-0.2375	0.0672
014	Inflammation_II	CFHR5	0.1462	0.166	-0.0875	-0.1073
014	Inflammation_II	CFI	0.2299	0.0594	-0.2301	-0.0596
014	Inflammation_II	CFP	-0.0167	-0.1	-0.1661	-0.0828
014	Inflammation_II	CGB3_CGB5_CGB8	0.2656	0.4733	0.1348	-0.0729
014	Inflammation_II	CHAD	0.2179	0.1001	-0.2883	-0.1705
014	Inflammation_II	CLEC12A	0.0721	-0.0517	0.0071	0.1309
014	Inflammation_II	CLEC3B	0.2413	0.1033	-0.3868	-0.2488
014	Inflammation_II	CLU	-0.0804	-0.4802	-0.4299	-0.0301
014	Inflammation_II	COL5A1	0.1821	0.1462	-0.3572	-0.3213
014	Inflammation_II	CPA4	0.18	0.0142	-0.1372	0.0286
014	Inflammation_II	CPB2	0.3089	0.0437	-0.2604	0.0048
014	Inflammation_II	CPOX	-0.5991	-0.7185	-0.2894	-0.17
014	Inflammation_II	CR1	-0.0024	0.052	0.0215	-0.0329
014	Inflammation_II	CRELD1	0.2073	-0.1145	-0.2544	0.0674
014	Inflammation_II	CRISP3	0.0466	0.1313	0.0746	-0.0101
014	Inflammation_II	CSF1R	0.3064	0.1486	-0.024	0.1338
014	Inflammation_II	CSF2RB	0.0978	0.4097	0.0991	-0.2128
014	Inflammation_II	CSF3R	0.3872	0.6309	-0.2816	-0.5253
014	Inflammation_II	CSH1	-0.0392	-0.7621	-0.3072	0.4157
014	Inflammation_II	CSNK1D	-0.3325	-1.0685	-0.4253	0.3107
014	Inflammation_II	CST1	0.1838	0.0158	-0.347	-0.179
014	Inflammation_II	CTBS	0.1266	0.0979	-0.2285	-0.1998
014	Inflammation_II	CTSE	0.0839	-0.1099	-0.5501	-0.3563
014	Inflammation_II	DAAM1	2.0791	2.046	-0.9594	-0.9263
014	Inflammation_II	DAND5	-5.4855	-4.49	-0.3578	-1.3533
014	Inflammation_II	DAPK2	0.0124	0.7021	-0.0664	-0.7561
014	Inflammation_II	DBH	0.2089	0.2439	-0.0371	-0.0721
014	Inflammation_II	DBN1	1.2602	0.7479	-0.4708	0.0415
014	Inflammation_II	DCTD	2.1634	1.9512	-0.9449	-0.7327
014	Inflammation_II	DDI2	-0.323	0.0406	-0.4999	-0.8635
014	Inflammation_II	DDX39A	-0.1875	0.105	0.8698	0.5773
014	Inflammation_II	DDX4	0.6939	-1.0585	-0.2358	1.5166
014	Inflammation_II	DEFB103A_DEFB103B	-2.2808	0.9634	3.1507	-0.0935
014	Inflammation_II	DENR	0.6348	0.3246	-0.1554	0.1548
014	Inflammation_II	DGKA	1.842	1.897	-0.323	-0.378
014	Inflammation_II	DIPK2B	0.0672	0.0499	-0.0865	-0.0692
014	Inflammation_II	DNAJB2	1.8982	1.3378	-0.8767	-0.3163
014	Inflammation_II	DNAJB6	2.0372	1.4206	-0.9813	-0.3647
014	Inflammation_II	DTD1	2.8242	2.2997	-0.8804	-0.3559
014	Inflammation_II	ECM1	0.0672	-0.242	-0.51	-0.2008
014	Inflammation_II	EDNRB	0.321	-0.7505	-0.1009	0.9706
014	Inflammation_II	EIF4E	1.0923	0.1674	-0.0086	0.9163
014	Inflammation_II	EP300	0.0807	-0.3631	-0.4066	0.0372
014	Inflammation_II	EPHA4	0.1995	0.0211	-0.4451	-0.2667
014	Inflammation_II	ERMAP	0.1399	0.1502	-0.4272	-0.4375
014	Inflammation_II	ERP29	2.5071	1.5766	-1.2402	-0.3097
014	Inflammation_II	ESR1	-0.0069	-1.1265	-0.8117	0.3079
014	Inflammation_II	EVI5	1.7037	2.1795	-0.5084	-0.9842
014	Inflammation_II	F10	0.1184	0.2358	0.1281	0.0107
014	Inflammation_II	F11	0.0998	0.0713	-0.1212	-0.0927
014	Inflammation_II	F12	0.2317	0.1319	-0.0186	0.0812
014	Inflammation_II	F13B	0.1942	0.0561	-0.3665	-0.2284
014	Inflammation_II	F2	0.1046	0.147	-0.116	-0.1584
014	Inflammation_II	FCN1	0.268	0.1496	-0.8183	-0.6999
014	Inflammation_II	FGA	0.1521	-0.0913	-0.3044	-0.061
014	Inflammation_II	FGF12	0.2831	0.0992	0.4184	0.6023
014	Inflammation_II	FGF16	0.0036	-0.0306	-1.2533	-1.2191
014	Inflammation_II	FGF20	0.4712	-0.0842	-0.7508	-0.1954
014	Inflammation_II	FGF3	-0.8773	-0.095	0.2605	-0.5218
014	Inflammation_II	FGF6	-0.8973	-0.3218	0.5151	-0.0604
014	Inflammation_II	FGFR4	0.4149	0.228	-0.4607	-0.2738
014	Inflammation_II	FGL1	0.3042	-0.002	-0.5203	-0.2141
014	Inflammation_II	FN1	0.0555	-0.0575	-0.2751	-0.1621
014	Inflammation_II	FOLH1	0.0915	-0.829	-0.1096	0.8109
014	Inflammation_II	FOXJ3	-0.2075	-0.0247	0.194	0.0112
014	Inflammation_II	FUOM	0.5143	0.1454	-0.4809	-0.112
014	Inflammation_II	GAD2	-0.19	-0.5891	-0.2064	0.1927
014	Inflammation_II	GAPDH	1.1186	1.3492	-0.2899	-0.5205
014	Inflammation_II	GC	0.1096	-0.0592	-0.3156	-0.1468
014	Inflammation_II	GCHFR	0.595	0.0778	-0.6384	-0.1212
014	Inflammation_II	GHR	0.0927	0.0167	-0.0578	0.0182
014	Inflammation_II	GIMAP7	0.2238	0.0158	-0.2933	-0.0853
014	Inflammation_II	GIPR	-0.2701	-0.0071	1.1701	0.9071
014	Inflammation_II	GIT1	2.4325	2.3179	-0.7181	-0.6035
014	Inflammation_II	GLA	0.3499	0.2757	-0.8199	-0.7457
014	Inflammation_II	GLI2	-0.3441	-0.2846	0.3613	0.3018
014	Inflammation_II	GLRX5	1.0863	1.3761	-1.7098	-1.9996
014	Inflammation_II	GMPR2	1.7631	1.8273	-0.4988	-0.563
014	Inflammation_II	GNPDA2	0.5054	0.459	-0.14	-0.0936
014	Inflammation_II	GP5	1.4686	1.3444	-0.48	-0.3558
014	Inflammation_II	GPI	0.9284	0.2212	-0.3689	0.3383
014	Inflammation_II	GSN	-0.0042	0.1472	0.0503	-0.1011
014	Inflammation_II	GSR	0.1389	0.1588	-0.0604	-0.0803
014	Inflammation_II	HDAC8	-0.2596	-1.2191	-0.7846	0.1749
014	Inflammation_II	HEG1	0.3422	-0.035	-0.3668	0.0104
014	Inflammation_II	HGFAC	0.1585	0.2079	-0.1081	-0.1575
014	Inflammation_II	HIF1A	0.5411	-0.052	-0.3491	0.244
014	Inflammation_II	HMCN2	-0.0169	-0.2408	-0.64	-0.4161
014	Inflammation_II	HRG	0.0154	0.1277	-0.242	-0.3543
014	Inflammation_II	HS6ST2	0.0877	-0.4234	-0.5223	-0.0112
014	Inflammation_II	IDO1	-0.2722	-1.3099	-1.1012	-0.0635
014	Inflammation_II	IGFL4	-0.0618	0.275	-0.629	-0.9658
014	Inflammation_II	IGLC2	0.1057	-0.1876	-0.1476	0.1457
014	Inflammation_II	IL12RB2	0.9672	0.2681	0.2343	0.9334
014	Inflammation_II	IL20RB	0.9457	0.1383	0.3951	1.2025
014	Inflammation_II	IL21R	1.1606	-0.4778	0.0252	1.6636
014	Inflammation_II	IL31	-0.1626	-0.1951	-0.3332	-0.3007
014	Inflammation_II	IL31RA	0.4041	-0.1305	0.3487	0.8833
014	Inflammation_II	IL36A	0.2606	-0.0992	0.9096	1.2694
014	Inflammation_II	IL36G	-0.1448	0.7657	-0.2632	-1.1737
014	Inflammation_II	INHBB	0.577	-0.2003	-0.5643	0.213
014	Inflammation_II	INSR	0.2247	-0.4366	-0.305	0.3563
014	Inflammation_II	ITGA2	0.4485	0.0932	-0.5239	-0.1686
014	Inflammation_II	ITGAL	5.6957	-4.8379	-5.7841	4.7495
014	Inflammation_II	ITIH1	-0.0167	0.3233	0.2182	-0.1218
014	Inflammation_II	ITIH4	0.0577	0.0043	-0.0587	-0.0053
014	Inflammation_II	JAM3	0.6186	0.3635	-0.2484	0.0067
014	Inflammation_II	KDM3A	-0.1911	-0.0764	-0.6324	-0.7471
014	Inflammation_II	KLK7	0.3862	0.2006	-0.2149	-0.0293
014	Inflammation_II	KLKB1	0.0403	-0.1468	-0.2062	-0.0191
014	Inflammation_II	KLRF1	0.3245	-0.34	-0.4348	0.2297
014	Inflammation_II	LATS1	2.341	1.2465	-1.5632	-0.4687
014	Inflammation_II	LCAT	0.1419	-0.045	-0.0668	0.1201
014	Inflammation_II	LEG1	0.3088	0.0829	0.0105	0.2364
014	Inflammation_II	LGALS3BP	0.0112	-0.1382	-0.5111	-0.3617
014	Inflammation_II	LMOD1	-1.0636	-1.5499	0.9752	1.4615
014	Inflammation_II	LPA	0.0598	-0.0825	-0.2575	-0.1152
014	Inflammation_II	LRG1	-0.1621	-0.2365	-0.2585	-0.1841
014	Inflammation_II	LRIG3	1.1865	-0.3853	-0.4207	1.1511
014	Inflammation_II	LYVE1	-0.0067	-0.0236	-0.0834	-0.0665
014	Inflammation_II	LZTFL1	0.7124	0.1468	-0.8209	-0.2553
014	Inflammation_II	MARS1	2.0839	1.4897	-0.5822	0.012
014	Inflammation_II	MBL2	0.0153	0.0802	-0.1068	-0.1717
014	Inflammation_II	MCEMP1	1.8165	1.1277	-2.0523	-1.3635
014	Inflammation_II	MDH1	0.3122	0.3758	0.146	0.0824
014	Inflammation_II	MENT	0.2291	0.1448	-0.2358	-0.1515
014	Inflammation_II	MFAP4	0.1067	0.1013	-0.1092	-0.1038
014	Inflammation_II	MKI67	2.1174	-0.2308	-0.9495	1.3987
014	Inflammation_II	MOCS2	1.0414	0.6489	-0.4114	-0.0189
014	Inflammation_II	MRC1	0.4848	0.1136	-0.1363	0.2349
014	Inflammation_II	MRPS16	-0.1004	-0.4591	-0.3285	0.0302
014	Inflammation_II	MST1	0.2083	0.3892	0.017	-0.1639
014	Inflammation_II	MTDH	1.594	1.1342	-0.7159	-0.2561
014	Inflammation_II	MXRA8	0.0939	-0.0174	-0.1558	-0.0445
014	Inflammation_II	MYOM3	0.2197	0.0027	1.2012	1.4182
014	Inflammation_II	NAGA	1.3635	0.2807	-0.7378	0.345
014	Inflammation_II	NAGPA	0.2078	0.1298	-0.3212	-0.2432
014	Inflammation_II	NDUFA5	-0.2591	-0.6808	-0.1525	0.2692
014	Inflammation_II	NECTIN1	-0.0604	-0.402	-0.6049	-0.2633
014	Inflammation_II	NEDD4L	0.4383	0.1652	-0.3275	-0.0544
014	Inflammation_II	NEDD9	0.6886	-0.8463	-0.6893	0.8456
014	Inflammation_II	NEXN	1.9948	1.7098	-0.3965	-0.1115
014	Inflammation_II	NFAT5	1.9885	1.5036	-1.0198	-0.5349
014	Inflammation_II	NHLRC3	0.3555	0.2581	-0.3082	-0.2108
014	Inflammation_II	NME1	0.9948	0.3873	0.0191	0.6266
014	Inflammation_II	NPHS1	-0.1133	-0.4524	0.0017	0.3408
014	Inflammation_II	NPHS2	-0.0483	-0.25	0.6421	0.8438
014	Inflammation_II	NRGN	1.1464	0.6135	-0.5424	-0.0095
014	Inflammation_II	NUMB	1.0442	0.66	-0.6143	-0.2301
014	Inflammation_II	NXPH3	0.4717	-0.2685	-0.7468	-0.0066
014	Inflammation_II	OLFM4	0.1375	0.4401	-0.0747	-0.3773
014	Inflammation_II	ORM1	-0.0307	0.0341	-0.0224	-0.0872
014	Inflammation_II	PALLD	0.1081	0.8884	0.3884	-0.3919
014	Inflammation_II	PAXX	0.4265	0.2544	-0.349	-0.1769
014	Inflammation_II	PCBD1	-0.0001	-0.0185	-0.0976	-0.0792
014	Inflammation_II	PDE5A	2.1024	1.8906	-0.8645	-0.6527
014	Inflammation_II	PDIA3	-0.14	-0.1683	-0.3561	-0.3278
014	Inflammation_II	PDZK1	0.1631	-0.2181	-0.3933	-0.0121
014	Inflammation_II	PENK	0.0709	-0.0173	0.0025	0.0907
014	Inflammation_II	PEPD	0.0979	-0.1083	0.266	0.4722
014	Inflammation_II	PER3	1.3154	0.6733	-0.8549	-0.2128
014	Inflammation_II	PF4	1.2652	0.4542	-0.1958	0.6152
014	Inflammation_II	PGA4	0.3228	0.3435	-0.2386	-0.2593
014	Inflammation_II	PGLYRP2	0.0993	0.0627	-0.3212	-0.2846
014	Inflammation_II	PGR	0.2232	0.0638	-0.1625	-0.0031
014	Inflammation_II	PHYKPL	0.528	0.1081	-0.6315	-0.2116
014	Inflammation_II	PI16	0.1273	-0.2089	-0.2196	0.1166
014	Inflammation_II	PIKFYVE	1.067	0.4692	-0.7228	-0.125
014	Inflammation_II	PINLYP	-0.5968	-0.4361	-0.0875	-0.2482
014	Inflammation_II	PLCB1	-0.8573	0.1439	1.1619	0.1607
014	Inflammation_II	PLG	0.1411	0.0334	-0.2854	-0.1777
014	Inflammation_II	PNLIP	0.2745	0.2021	-0.1017	-0.0293
014	Inflammation_II	POF1B	0.4366	0.5733	-0.128	-0.2647
014	Inflammation_II	POLR2A	-0.3055	-0.0175	-0.2771	-0.5651
014	Inflammation_II	PON1	0.1334	0.0816	0.111	0.1628
014	Inflammation_II	PPBP	1.9152	1.0109	-0.4793	0.425
014	Inflammation_II	PPL	-0.1997	-0.329	0.222	0.3513
014	Inflammation_II	PPM1B	-0.2238	-0.1847	0.5231	0.484
014	Inflammation_II	PRDX2	0.2862	-0.0959	-0.4586	-0.0765
014	Inflammation_II	PRKG1	3.0177	2.7621	-0.9936	-0.738
014	Inflammation_II	PROS1	0.0782	0.0678	-0.2191	-0.2087
014	Inflammation_II	PRR4	0.164	0.0435	-0.0678	0.0527
014	Inflammation_II	PRR5	-0.7806	1.0154	0.5456	-1.2504
014	Inflammation_II	PRSS22	-0.2301	-0.3787	-0.1854	-0.0368
014	Inflammation_II	PSMG4	0.1434	-1.1803	-1.1279	0.1958
014	Inflammation_II	PSTPIP2	2.1838	1.563	-1.0524	-0.4316
014	Inflammation_II	PTGES2	-0.1433	-0.4712	0.8553	1.1832
014	Inflammation_II	PTP4A3	0.6114	0.1088	-0.3477	0.1549
014	Inflammation_II	PTPN9	-1.032	-0.74	-0.087	-0.379
014	Inflammation_II	PTRHD1	1.915	1.8462	-0.8537	-0.7849
014	Inflammation_II	PZP	-0.2141	-0.2882	-0.1901	-0.116
014	Inflammation_II	QSOX1	0.2819	0.2912	-0.256	-0.2653
014	Inflammation_II	RABEP1	2.0662	1.9346	-0.787	-0.6554
014	Inflammation_II	RALB	0.8855	2.5878	-0.3169	-2.0192
014	Inflammation_II	RAP1A	-0.573	-0.127	0.0321	-0.4139
